kb,example_set,negatives,condition,k,n_folds,n_ok_folds,n_failed,n_nonconverged,n_timeout,n_maxq,n_zero_neg_folds,size_mean,size_std,desc_p_mean,desc_p_std,desc_r_mean,desc_r_std,desc_f1_mean,desc_f1_std,clause_p_mean,clause_p_std,clause_r_mean,clause_r_std,clause_f1_mean,clause_f1_std,sem_p_mean,sem_p_std,sem_r_mean,sem_r_std,sem_f1_mean,sem_f1_std,exact_equiv_mean,exact_equiv_std,accuracy_mean,accuracy_std,specificity_mean,specificity_std,tp_mean,tp_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,n_test_neg_mean,n_test_neg_std,n_mss_mean,n_mss_std,n_cover_mean,n_cover_std,n_support_mean,n_support_std,n_kb_mean,n_kb_std,n_uncoverable_mean,n_uncoverable_std,n_components_mean,n_components_std,largest_component_mean,largest_component_std,n_greedy_fallback_mean,n_greedy_fallback_std,stage1_ms_mean,stage1_ms_std,cover_ms_mean,cover_ms_std,reduce_ms_mean,reduce_ms_std,total_ms_mean,total_ms_std,preprocessing_ms_mean,preprocessing_ms_std,preprocessing_checks_mean,preprocessing_checks_std,oracle_queries_mean,oracle_queries_std,stage1_batch_checks_mean,stage1_batch_checks_std,checks_total_mean,checks_total_std,checks_gate_mean,checks_gate_std,checks_admpool_mean,checks_admpool_std,checks_cover_rej_mean,checks_cover_rej_std,checks_cover_qx_mean,checks_cover_qx_std,checks_redundancy_mean,checks_redundancy_std,memory_mb_mean,memory_mb_std
busybox-1.18.0,2cov,n/a,A,,3,3,0,0,0,0,0,6634,0.0,0.12842930358757915,0.0,0.9414364640883978,0.0,0.22602467170712298,0.0,0.14735099337748345,0.0,0.9898887765419616,0.0,0.2565177518668938,0.0,0.18409343715239154,0.0,0.9989939637826962,0.0,0.3108954289292423,0.0,0,0.0,1.0,0.0,1.0,0.0,0,0.0,7,0.0,0,0.0,0,0.0,7,0.0,6634,0.0,0,0.0,0,0.0,6634,0.0,0,0.0,0,0.0,0,0.0,0,0.0,126.53711077291518,1.3229332816291326,0.0,0.0,0.0,0.0,126.53711077291518,1.3229332816291326,0.0,0.0,0,0.0,0,0.0,14,0.0,14,0.0,1,0.0,13,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
busybox-1.18.0,2cov,reduced,C,,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,126.53711077291518,1.3229332816291326,77305.86144432891,687.8600461565887,0.0,0.0,77432.39855510183,689.1768429448492,1362.5663335357483,39.62018673834138,160.66666666666666,5.773502691896257,0,0.0,14,0.0,92890,0.0,1,0.0,13,0.0,92876,0.0,0,0.0,0,0.0,0.0,0.0
busybox-1.18.0,2cov,reduced,C∪S,1,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,126.53711077291518,1.3229332816291326,77305.86144432891,687.8600461565887,2.9829166596755385,1.1288424239418555,77435.3814717615,688.0639998153687,1362.5663335357483,39.62018673834138,160.66666666666666,5.773502691896257,0,0.0,14,0.0,92891.66666666667,0.5773502691896257,1,0.0,13,0.0,92876,0.0,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
busybox-1.18.0,2cov,reduced,C∪S,2,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,126.53711077291518,1.3229332816291326,77305.86144432891,687.8600461565887,2.114514024772992,0.7194267061117634,77434.5130691266,688.4708188950767,1362.5663335357483,39.62018673834138,160.66666666666666,5.773502691896257,0,0.0,14,0.0,92891.66666666667,0.5773502691896257,1,0.0,13,0.0,92876,0.0,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
busybox-1.18.0,2cov,reduced,C∪S,3,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,126.53711077291518,1.3229332816291326,77305.86144432891,687.8600461565887,2.0701526858222983,0.6720967578866263,77434.46870778764,688.51758342904,1362.5663335357483,39.62018673834138,160.66666666666666,5.773502691896257,0,0.0,14,0.0,92891.66666666667,0.5773502691896257,1,0.0,13,0.0,92876,0.0,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
busybox-1.18.0,2cov,reduced,C∪S,5,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,126.53711077291518,1.3229332816291326,77305.86144432891,687.8600461565887,2.084666669058303,0.6778426804126877,77434.48322177089,688.5099451377511,1362.5663335357483,39.62018673834138,160.66666666666666,5.773502691896257,0,0.0,14,0.0,92891.66666666667,0.5773502691896257,1,0.0,13,0.0,92876,0.0,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
busybox-1.18.0,2cov,raw,C,,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,127.67872381179284,0.20053862300560094,77568.83594434476,1250.522340176001,0.0,0.0,77696.51466815655,1250.7181094475525,0.0,0.0,0,0.0,0,0.0,14,0.0,92890,0.0,1,0.0,13,0.0,92876,0.0,0,0.0,0,0.0,0.0,0.0
busybox-1.18.0,2cov,raw,C∪S,1,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,127.67872381179284,0.20053862300560094,77568.83594434476,1250.522340176001,3.0456390231847763,0.6302043641085356,77699.56030717974,1250.0987827800002,0.0,0.0,0,0.0,0,0.0,14,0.0,92891.66666666667,0.5773502691896257,1,0.0,13,0.0,92876,0.0,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
busybox-1.18.0,2cov,raw,C∪S,2,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,127.67872381179284,0.20053862300560094,77568.83594434476,1250.522340176001,2.1150000005339584,0.6990390161734793,77698.62966815708,1250.0236062650074,0.0,0.0,0,0.0,0,0.0,14,0.0,92891.66666666667,0.5773502691896257,1,0.0,13,0.0,92876,0.0,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
busybox-1.18.0,2cov,raw,C∪S,3,3,3,0,0,0,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.0007366482504604052,0.0006379560985520727,0.001470047776552738,0.0012730987192715012,0.7592592592592592,0.22452510468485443,0.00572969329288844,0.00408640230973446,0.011360763909251401,0.008090929316724482,0.7592592592592592,0.22452510468485443,0.005700871898054997,0.004065846966124126,0.011304106422366103,0.008050636493943358,0,0.0,0.9047619047619048,0.1649572197684645,0.9047619047619048,0.1649572197684645,0,0.0,6.333333333333333,1.1547005383792515,0.6666666666666666,1.1547005383792515,0,0.0,7,0.0,6634,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,6561,30.805843601498726,1,0.0,127.67872381179284,0.20053862300560094,77568.83594434476,1250.522340176001,2.1017499966546893,0.7046804645130316,77698.61641815321,1250.0239454654327,0.0,0.0,0,0.0,0,0.0,14,0.0,92891.66666666667,0.5773502691896257,1,0.0,13,0.0,92876,0.0,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
