kb,example_set,negatives,condition,k,n_folds,n_ok_folds,n_failed,n_zero_neg_folds,size_mean,size_std,desc_p_mean,desc_p_std,desc_r_mean,desc_r_std,desc_f1_mean,desc_f1_std,clause_p_mean,clause_p_std,clause_r_mean,clause_r_std,clause_f1_mean,clause_f1_std,sem_p_mean,sem_p_std,sem_r_mean,sem_r_std,sem_f1_mean,sem_f1_std,exact_equiv_mean,exact_equiv_std,accuracy_mean,accuracy_std,specificity_mean,specificity_std,tp_mean,tp_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,n_test_neg_mean,n_test_neg_std,n_mss_mean,n_mss_std,n_cover_mean,n_cover_std,n_support_mean,n_support_std,n_kb_mean,n_kb_std,n_uncoverable_mean,n_uncoverable_std,n_components_mean,n_components_std,largest_component_mean,largest_component_std,n_greedy_fallback_mean,n_greedy_fallback_std,stage1_ms_mean,stage1_ms_std,cover_ms_mean,cover_ms_std,reduce_ms_mean,reduce_ms_std,total_ms_mean,total_ms_std,preprocessing_ms_mean,preprocessing_ms_std,preprocessing_checks_mean,preprocessing_checks_std,oracle_queries_mean,oracle_queries_std,stage1_batch_checks_mean,stage1_batch_checks_std,checks_total_mean,checks_total_std,checks_gate_mean,checks_gate_std,checks_admpool_mean,checks_admpool_std,checks_cover_rej_mean,checks_cover_rej_std,checks_cover_qx_mean,checks_cover_qx_std,checks_redundancy_mean,checks_redundancy_std,memory_mb_mean,memory_mb_std
fqa,2cov,n/a,A,,3,3,0,0,458,0.0,0.2052401746724891,0.0,0.9215686274509803,0.0,0.33571428571428574,0.0,0.47960618846694797,0.0,0.9970760233918129,0.0,0.6476733143399811,0.0,0.4755927475592748,0.0,0.9970760233918129,0.0,0.6440037771482531,0.0,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,0,0.0,0,0.0,458,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.538054985459894,0.08005978696102664,0.0,0.0,0.0,0.0,4.538054985459894,0.08005978696102664,0.0,0.0,0,0.0,0,0.0,10,0.0,10,0.0,1,0.0,9,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
fqa,2cov,reduced,C,,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,4.538054985459894,0.08005978696102664,446.49820833001286,44.23087566463037,0.0,0.0,451.03626331547275,44.178183037454076,271.659917353342,33.758478580085615,166.66666666666666,11.060440015358038,0,0.0,10,0.0,4895.333333333333,264.4264232888486,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,0,0.0,0.0,0.0
fqa,2cov,reduced,C∪S,1,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,4.538054985459894,0.08005978696102664,446.49820833001286,44.23087566463037,0.3896663353467981,0.17017388514861345,451.42592965081957,44.347607636188926,271.659917353342,33.758478580085615,166.66666666666666,11.060440015358038,0,0.0,10,0.0,4897,265.00377355803823,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
fqa,2cov,reduced,C∪S,2,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,4.538054985459894,0.08005978696102664,446.49820833001286,44.23087566463037,0.3128056414425373,0.1279150320781011,451.3490689569153,44.30395166154653,271.659917353342,33.758478580085615,166.66666666666666,11.060440015358038,0,0.0,10,0.0,4897,265.00377355803823,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
fqa,2cov,reduced,C∪S,3,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,4.538054985459894,0.08005978696102664,446.49820833001286,44.23087566463037,0.3297500079497695,0.11124617094693194,451.3660133234225,44.28189938518388,271.659917353342,33.758478580085615,166.66666666666666,11.060440015358038,0,0.0,10,0.0,4897,265.00377355803823,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
fqa,2cov,reduced,C∪S,5,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,4.538054985459894,0.08005978696102664,446.49820833001286,44.23087566463037,0.3323336713947356,0.15111716194506927,451.3685969868675,44.329299836648985,271.659917353342,33.758478580085615,166.66666666666666,11.060440015358038,0,0.0,10,0.0,4897,265.00377355803823,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
fqa,2cov,raw,C,,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,5.247596651315689,1.0844910662003917,450.8038336643949,44.045947584000345,0.0,0.0,456.0514303157106,43.11510451101176,0.0,0.0,0,0.0,0,0.0,10,0.0,4895.333333333333,264.4264232888486,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,0,0.0,0.0,0.0
fqa,2cov,raw,C∪S,1,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,5.247596651315689,1.0844910662003917,450.8038336643949,44.045947584000345,0.4101389980254074,0.13546322372124736,456.461569313736,43.24881184121111,0.0,0.0,0,0.0,0,0.0,10,0.0,4897,265.00377355803823,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
fqa,2cov,raw,C∪S,2,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,5.247596651315689,1.0844910662003917,450.8038336643949,44.045947584000345,0.2935553396431108,0.11788703681104362,456.3449856553537,43.23219104890076,0.0,0.0,0,0.0,0,0.0,10,0.0,4897,265.00377355803823,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
fqa,2cov,raw,C∪S,3,3,3,0,0,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.28867513459481287,0.006535947712418301,0.005660296756761037,0.012820512820512822,0.011102889792108188,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0.4601638995317156,0.17734980730857275,0.042884990253411304,0.017132939406673434,0.07824801527863619,0.03063630782350589,0,0.0,1.0,0.0,1.0,0.0,0,0.0,5.333333333333333,0.5773502691896257,0,0.0,0,0.0,5.333333333333333,0.5773502691896257,458,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1.6666666666666667,0.5773502691896257,0,0.0,1,0.0,441.6666666666667,6.506407098647712,1,0.0,5.247596651315689,1.0844910662003917,450.8038336643949,44.045947584000345,0.28636065932611626,0.11346854502180333,456.33779097503674,43.22643543763309,0.0,0.0,0,0.0,0,0.0,10,0.0,4897,265.00377355803823,1,0.0,9,0.0,4885.333333333333,264.4264232888486,0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0
