kb,example_set,negatives,condition,k,n_folds,n_ok_folds,n_failed,n_nonconverged,n_timeout,n_maxq,n_zero_neg_folds,size_mean,size_std,desc_p_mean,desc_p_std,desc_r_mean,desc_r_std,desc_f1_mean,desc_f1_std,clause_p_mean,clause_p_std,clause_r_mean,clause_r_std,clause_f1_mean,clause_f1_std,sem_p_mean,sem_p_std,sem_r_mean,sem_r_std,sem_f1_mean,sem_f1_std,exact_equiv_mean,exact_equiv_std,accuracy_mean,accuracy_std,specificity_mean,specificity_std,tp_mean,tp_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,n_test_neg_mean,n_test_neg_std,n_mss_mean,n_mss_std,n_cover_mean,n_cover_std,n_support_mean,n_support_std,n_kb_mean,n_kb_std,n_uncoverable_mean,n_uncoverable_std,n_components_mean,n_components_std,largest_component_mean,largest_component_std,n_greedy_fallback_mean,n_greedy_fallback_std,stage1_ms_mean,stage1_ms_std,cover_ms_mean,cover_ms_std,reduce_ms_mean,reduce_ms_std,total_ms_mean,total_ms_std,preprocessing_ms_mean,preprocessing_ms_std,preprocessing_checks_mean,preprocessing_checks_std,oracle_queries_mean,oracle_queries_std,stage1_batch_checks_mean,stage1_batch_checks_std,checks_total_mean,checks_total_std,checks_gate_mean,checks_gate_std,checks_admpool_mean,checks_admpool_std,checks_cover_rej_mean,checks_cover_rej_std,checks_cover_qx_mean,checks_cover_qx_std,checks_redundancy_mean,checks_redundancy_std,memory_mb_mean,memory_mb_std
REAL-FM-7,2cov,raw,C∪S,5,3,3,0,0,0,0,0,2,0.0,1.0,0.0,0.15384615384615385,0.0,0.2666666666666667,0.0,1.0,0.0,0.2727272727272727,0.0,0.42857142857142855,0.0,1.0,0.0,0.2727272727272727,0.0,0.42857142857142855,0.0,0,0.0,1.0,0.0,1.0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,3,0.0,294,0.0,2,0.0,0,0.0,2,0.0,0,0.0,1,0.0,254.33333333333334,11.930353445448853,1,0.0,9.230849313704917,1.662086552787463,55.242680672866605,1.026427408354609,0.13311133564760289,0.015448649666334855,64.60664132221912,2.69793252237581,0.0,0.0,0,0.0,0,0.0,10,0.0,1776,0.0,1,0.0,9,0.0,1764,0.0,0,0.0,2,0.0,0.0,0.0
REAL-FM-7,2cov,n/a,QuAcq,,3,3,0,0,0,0,0,0.6666666666666666,0.5773502691896257,0.6666666666666666,0.5773502691896257,0.05128205128205129,0.04441155916843275,0.09523809523809525,0.08247860988423227,0.6666666666666666,0.5773502691896257,0.030303030303030304,0.0262431940540739,0.05797101449275363,0.05020437123388051,0.6666666666666666,0.5773502691896257,0.030303030303030304,0.0262431940540739,0.05797101449275363,0.05020437123388051,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0.0,2,0.0,1,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0.6666666666666666,0.5773502691896257,0,0.0,0,0.0,0,0.0,0,0.0,212.28004169339934,35.37526039234998,0.0,0.0,0.0,0.0,212.28004169339934,35.37526039234998,0.0,0.0,0,0.0,35.333333333333336,4.041451884327381,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.37519264221191406,0.03177657110175242
REAL-FM-7,2cov,n/a,QuAcq-active,,3,3,0,0,0,0,0,12,0.0,0.25,0.0,0.23076923076923078,0.0,0.24000000000000002,0.0,1.0,0.0,0.7272727272727273,0.0,0.8421052631578948,0.0,1.0,0.0,0.7272727272727273,0.0,0.8421052631578948,0.0,1,0.0,1.0,0.0,1.0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1945.9241669392213,0.0,0.0,0.0,0.0,0.0,1945.9241669392213,0.0,0.0,0.0,0,0.0,272,0.0,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.4127960205078125,0.0
REAL-FM-7,ff,n/a,A,,3,3,0,0,0,0,0,142.33333333333334,17.7857620959388,0.09236500381926083,0.012370189026140118,1.0,0.0,0.16895456660282837,0.02060828506605756,0.16596244131455398,0.024962348061264756,0.9545454545454546,0.0,0.2822301358731373,0.035832105292878676,0.20774524004686032,0.03941367464511787,0.9545454545454546,0.0,0.340045766590389,0.052236102484158616,0,0.0,0.4444444444444444,0.19245008972987523,1.0,0.0,0.3333333333333333,0.5773502691896257,1,0.0,0,0.0,1.6666666666666667,0.5773502691896257,1,0.0,142.33333333333334,17.7857620959388,0,0.0,0,0.0,142.33333333333334,17.7857620959388,0,0.0,0,0.0,0,0.0,0,0.0,394.38532003744814,36.614264578674046,0.0,0.0,0.0,0.0,394.38532003744814,36.614264578674046,0.0,0.0,0,0.0,0,0.0,464.6666666666667,23.459184413217212,464.6666666666667,23.459184413217212,1,0.0,463.6666666666667,23.459184413217212,0,0.0,0,0.0,0,0.0,0.0,0.0
REAL-FM-7,ff,reduced,C,,3,3,0,0,0,0,0,1,0.0,1.0,0.0,0.07692307692307693,0.0,0.14285714285714288,0.0,1.0,0.0,0.10606060606060606,0.06943296507508849,0.18710516536603494,0.11177822226133667,1.0,0.0,0.10606060606060606,0.06943296507508849,0.18710516536603494,0.11177822226133667,0,0.0,0.8888888888888888,0.1924500897298753,0.6666666666666666,0.5773502691896257,2,0.0,0.6666666666666666,0.5773502691896257,0.3333333333333333,0.5773502691896257,0,0.0,1,0.0,142.33333333333334,17.7857620959388,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,63.333333333333336,9.237604307034012,1,0.0,394.38532003744814,36.614264578674046,9.909861352449903,0.7741094324318358,0.0,0.0,404.29518138989806,35.87389200439327,5.264555647348364,0.566441181385884,15.333333333333334,1.5275252316519468,0,0.0,464.6666666666667,23.459184413217212,749.3333333333334,12.42309676905615,1,0.0,463.6666666666667,23.459184413217212,284.6666666666667,35.5715241918776,0,0.0,0,0.0,0.0,0.0
REAL-FM-7,ff,reduced,C∪S,1,3,3,0,0,0,0,0,13,2.6457513110645907,0.5454545454545454,0.07872958216222169,0.5384615384615384,0.07692307692307693,0.5383524904214559,0.052948514259464896,0.7033492822966507,0.07832873465906652,0.6363636363636364,0.045454545454545414,0.6674057649667406,0.055697812359558584,0.7562180814354728,0.04714465896592833,0.7878787878787878,0.02624319405407394,0.7707368922608903,0.01805199306642818,0,0.0,0.4444444444444444,0.19245008972987523,1.0,0.0,0.3333333333333333,0.5773502691896257,1,0.0,0,0.0,1.6666666666666667,0.5773502691896257,1,0.0,142.33333333333334,17.7857620959388,1,0.0,80,11.532562594670797,13,2.6457513110645907,0,0.0,1,0.0,63.333333333333336,9.237604307034012,1,0.0,394.38532003744814,36.614264578674046,9.909861352449903,0.7741094324318358,3.708111335678647,0.6279125544006707,408.0032927255767,36.45858782155661,5.264555647348364,0.566441181385884,15.333333333333334,1.5275252316519468,0,0.0,464.6666666666667,23.459184413217212,830.3333333333334,2.309401076758503,1,0.0,463.6666666666667,23.459184413217212,284.6666666666667,35.5715241918776,0,0.0,81,11.532562594670797,0.0,0.0
REAL-FM-7,ff,reduced,C∪S,2,3,3,0,0,0,0,0,8.666666666666666,3.0550504633038935,0.5,0.3004626062886658,0.3076923076923077,0.13323467750529827,0.3722639933166249,0.16962907655751272,0.6446969696969697,0.2551163781319901,0.36363636363636365,0.15745916432444337,0.4607921318447634,0.18685502690285197,0.7794135688872531,0.11449012143430994,0.5,0.12026142323020865,0.6010910498715376,0.08443031909319683,0,0.0,0.7777777777777778,0.1924500897298753,1.0,0.0,1.3333333333333333,0.5773502691896257,1,0.0,0,0.0,0.6666666666666666,0.5773502691896257,1,0.0,142.33333333333334,17.7857620959388,1,0.0,37,18.33030277982336,8.666666666666666,3.0550504633038935,0,0.0,1,0.0,63.333333333333336,9.237604307034012,1,0.0,394.38532003744814,36.614264578674046,9.909861352449903,0.7741094324318358,1.6969863596993189,0.8318873479985671,405.9921677495974,36.629155863733715,5.264555647348364,0.566441181385884,15.333333333333334,1.5275252316519468,0,0.0,464.6666666666667,23.459184413217212,787.3333333333334,7.371114795831994,1,0.0,463.6666666666667,23.459184413217212,284.6666666666667,35.5715241918776,0,0.0,38,18.33030277982336,0.0,0.0
REAL-FM-7,ff,reduced,C∪S,3,3,3,0,0,0,0,0,4,1.0,0.7555555555555555,0.2143033502442879,0.23076923076923078,0.07692307692307693,0.3513071895424837,0.11138710436048538,0.8214285714285714,0.15567496226930977,0.25757575757575757,0.13886593015017698,0.38541399275548327,0.17843411665624753,0.9583333333333334,0.07216878364870322,0.30303030303030304,0.11439143083743561,0.45166804521643233,0.13709315831171304,0,0.0,0.7777777777777778,0.1924500897298753,0.6666666666666666,0.5773502691896257,1.6666666666666667,0.5773502691896257,0.6666666666666666,0.5773502691896257,0.3333333333333333,0.5773502691896257,0.3333333333333333,0.5773502691896257,1,0.0,142.33333333333334,17.7857620959388,1,0.0,13,6.244997998398398,4,1.0,0,0.0,1,0.0,63.333333333333336,9.237604307034012,1,0.0,394.38532003744814,36.614264578674046,9.909861352449903,0.7741094324318358,0.6458053248934448,0.26607196209374473,404.9409867147915,36.10455282750223,5.264555647348364,0.566441181385884,15.333333333333334,1.5275252316519468,0,0.0,464.6666666666667,23.459184413217212,763.3333333333334,9.504384952922168,1,0.0,463.6666666666667,23.459184413217212,284.6666666666667,35.5715241918776,0,0.0,14,6.244997998398398,0.0,0.0
REAL-FM-7,ff,reduced,C∪S,5,3,3,0,0,0,0,0,1,0.0,1.0,0.0,0.07692307692307693,0.0,0.14285714285714288,0.0,1.0,0.0,0.10606060606060606,0.06943296507508849,0.18710516536603494,0.11177822226133667,1.0,0.0,0.10606060606060606,0.06943296507508849,0.18710516536603494,0.11177822226133667,0,0.0,0.8888888888888888,0.1924500897298753,0.6666666666666666,0.5773502691896257,2,0.0,0.6666666666666666,0.5773502691896257,0.3333333333333333,0.5773502691896257,0,0.0,1,0.0,142.33333333333334,17.7857620959388,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,63.333333333333336,9.237604307034012,1,0.0,394.38532003744814,36.614264578674046,9.909861352449903,0.7741094324318358,0.09194433611507218,0.008651055409180163,404.38712572601315,35.88252219572112,5.264555647348364,0.566441181385884,15.333333333333334,1.5275252316519468,0,0.0,464.6666666666667,23.459184413217212,750.3333333333334,12.42309676905615,1,0.0,463.6666666666667,23.459184413217212,284.6666666666667,35.5715241918776,0,0.0,1,0.0,0.0,0.0
REAL-FM-7,ff,raw,C,,3,3,0,0,0,0,0,1,0.0,1.0,0.0,0.07692307692307693,0.0,0.14285714285714288,0.0,1.0,0.0,0.10606060606060606,0.06943296507508849,0.18710516536603494,0.11177822226133667,1.0,0.0,0.10606060606060606,0.06943296507508849,0.18710516536603494,0.11177822226133667,0,0.0,0.8888888888888888,0.1924500897298753,0.6666666666666666,0.5773502691896257,2,0.0,0.6666666666666666,0.5773502691896257,0.3333333333333333,0.5773502691896257,0,0.0,1,0.0,142.33333333333334,17.7857620959388,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,63.333333333333336,9.237604307034012,1,0.0,397.4974989541806,37.64736938573381,10.040708351880312,1.0289962023165566,0.0,0.0,407.53820730606094,36.62701927697229,0.0,0.0,0,0.0,0,0.0,464.6666666666667,23.459184413217212,749.3333333333334,12.42309676905615,1,0.0,463.6666666666667,23.459184413217212,284.6666666666667,35.5715241918776,0,0.0,0,0.0,0.0,0.0
