kb,example_set,fold,zero_neg_train,n_train_pos,n_train_neg,n_test_pos,n_test_neg,n_test_total,negatives,condition,k,n_bias,size,desc_p,desc_r,desc_f1,clause_p,clause_r,clause_f1,sem_p,sem_r,sem_f1,exact_equiv,accuracy,tp,tn,fp,fn,specificity,n_mss,n_cover,n_support,n_kb,n_uncoverable,n_components,largest_component,n_greedy_fallback,stage1_ms,cover_ms,reduce_ms,total_ms,oracle_queries,stage1_batch_checks,checks_total,checks_gate,checks_admpool,checks_cover_rej,checks_cover_qx,checks_redundancy,preprocessing_checks,preprocessing_ms,memory_mb,convergence_reason,qa_max_queries,qa_timeout_s,quacq_bandaid_drops,quacq_findc_unconfirmed,quacq_empty_scope_appends,quacq_prune_partial_pruned,quacq_prune_complete_pruned
busybox-1.18.0,2cov,0,0,0,14,0,7,7,n/a,A,,6635,6634,0.12842930358757915,0.9414364640883978,0.22602467170712298,0.14735099337748345,0.9898887765419616,0.2565177518668938,0.18409343715239154,0.9989939637826962,0.3108954289292423,0,1.0,0,7,0,0,1.0,6634,0,0,6634,0,0,0,0,125.42641517939046,0.0,0.0,125.42641517939046,0,14,14,1,13,0,0,0,0,0.0,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,reduced,C,,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,125.42641517939046,76783.5499580251,0.0,76908.9763732045,0,14,92890,1,13,92876,0,0,164,1383.1885418621823,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,reduced,C∪S,1,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,125.42641517939046,76783.5499580251,3.6635419819504023,76912.63991518645,0,14,92892,1,13,92876,0,2,164,1383.1885418621823,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,reduced,C∪S,2,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,125.42641517939046,76783.5499580251,2.530583005864173,76911.50695621036,0,14,92892,1,13,92876,0,2,164,1383.1885418621823,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,reduced,C∪S,3,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,125.42641517939046,76783.5499580251,2.4572089896537364,76911.43358219415,0,14,92892,1,13,92876,0,2,164,1383.1885418621823,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,reduced,C∪S,5,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,125.42641517939046,76783.5499580251,2.485708042513579,76911.46208124701,0,14,92892,1,13,92876,0,2,164,1383.1885418621823,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,raw,C,,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,127.5890032411553,76734.04670902528,0.0,76861.63571226643,0,14,92890,1,13,92876,0,0,0,0.0,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,raw,C∪S,1,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,127.5890032411553,76734.04670902528,3.56887502130121,76865.20458728774,0,14,92892,1,13,92876,0,2,0,0.0,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,raw,C∪S,2,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,127.5890032411553,76734.04670902528,2.503708004951477,76864.13942027139,0,14,92892,1,13,92876,0,2,0,0.0,0.0,,,,,,,,
busybox-1.18.0,2cov,0,0,0,14,0,7,7,raw,C∪S,3,6635,2,0.5,0.0011049723756906078,0.002205071664829107,0.8888888888888888,0.008088978766430738,0.016032064128256515,0.8888888888888888,0.008048289738430584,0.015952143569292126,0,1.0,0,7,0,0,1.0,6634,2,0,2,0,1,6533,1,127.5890032411553,76734.04670902528,2.4508750066161156,76864.08658727305,0,14,92892,1,13,92876,0,2,0,0.0,0.0,,,,,,,,
